commonName,latitude,longitude,season
Chinese Elm,-37.81536099,144.9858096,All year
Chinese Elm,-37.8203481,144.9445983,All year
Chinese Elm,-37.81506836,144.9833135,All year
Chinese Elm,-37.79987302,144.9429182,All year
Chinese Elm,-37.82506111,144.9603706,All year
Chinese Elm,-37.82038451,144.9444798,All year
Chinese Elm,-37.83633368,144.9808199,All year
Chinese Elm,-37.79030731,144.9310806,All year
Chinese Elm,-37.81543201,144.9874917,All year
Chinese Elm,-37.82439798,144.9603053,All year
Chinese Elm,-37.83570993,144.9809429,All year
Chinese Elm,-37.79541464,144.9173332,All year
Chinese Elm,-37.82456572,144.9579626,All year
Chinese Elm,-37.79484274,144.9230424,All year
Chinese Elm,-37.80444617,144.9437566,All year
Chinese Elm,-37.81305047,144.9855418,All year
Chinese Elm,-37.79097891,144.9275773,All year
Chinese Elm,-37.82424725,144.9603546,All year
Chinese Elm,-37.81280231,144.9844479,All year
Chinese Elm,-37.82462174,144.9445629,All year
Chinese Elm,-37.81504061,144.9839978,All year
Chinese Elm,-37.81504329,144.9830281,All year
Chinese Elm,-37.80472953,144.9465425,All year
Chinese Elm,-37.82357823,144.9595645,All year
Chinese Elm,-37.80428333,144.9423488,All year
Chinese Elm,-37.81959647,144.9424594,All year
Chinese Elm,-37.82023037,144.9445395,All year
Chinese Elm,-37.79633338,144.9188574,All year
Chinese Elm,-37.80489691,144.9459601,All year
Chinese Elm,-37.8132013,144.9870054,All year
Chinese Elm,-37.80472008,144.9464602,All year
Chinese Elm,-37.80429897,144.9424701,All year
Chinese Elm,-37.79438638,144.9175871,All year
Chinese Elm,-37.7954,144.91727,All year
Chinese Elm,-37.81961828,144.9425572,All year
Chinese Elm,-37.80490551,144.9460655,All year
Chinese Elm,-37.82338942,144.96038,All year
Chinese Elm,-37.7986412,144.9438986,All year
Chinese Elm,-37.81523228,144.9847339,All year
Chinese Elm,-37.79015225,144.9222779,All year
Chinese Elm,-37.80771159,144.9517467,All year
Chinese Elm,-37.78556858,144.9624222,All year
Chinese Elm,-37.82330064,144.959511,All year
Chinese Elm,-37.79673582,144.9207132,All year
Chinese Elm,-37.79498647,144.92295,All year
Chinese Elm,-37.79606541,144.9195071,All year
Chinese Elm,-37.82169429,144.9611595,All year
Chinese Elm,-37.82055964,144.9445745,All year
Chinese Elm,-37.81995279,144.9427893,All year
Chinese Elm,-37.79618016,144.9199271,All year
Chinese Elm,-37.81273879,144.983891,All year
Chinese Elm,-37.78530298,144.9625408,All year
Chinese Elm,-37.81306797,144.9868447,All year
Chinese Elm,-37.80750961,144.9517137,All year
Chinese Elm,-37.79634424,144.9200741,All year
Chinese Elm,-37.79417661,144.9183681,All year
Chinese Elm,-37.80456566,144.9448455,All year
Chinese Elm,-37.79499302,144.9227903,All year
Chinese Elm,-37.82317874,144.9597778,All year
Chinese Elm,-37.79537122,144.920971,All year
Chinese Elm,-37.80472373,144.9524818,All year
Chinese Elm,-37.82214423,144.9609975,All year
Chinese Elm,-37.79536491,144.920797,All year
Chinese Elm,-37.81286895,144.9850403,All year
Chinese Elm,-37.79521732,144.9207729,All year
Chinese Elm,-37.8248793,144.9604358,All year
Chinese Elm,-37.81343145,144.9890086,All year
Chinese Elm,-37.78533029,144.9624888,All year
Chinese Elm,-37.82386787,144.9604749,All year
Chinese Elm,-37.79964871,144.9432222,All year
Chinese Elm,-37.79715174,144.9254205,All year
Chinese Elm,-37.80478925,144.944862,All year
Chinese Elm,-37.79560054,144.9201371,All year
Chinese Elm,-37.8245138,144.9445743,All year
Chinese Elm,-37.8199692,144.945417,All year
Chinese Elm,-37.81278634,144.9833835,All year
Chinese Elm,-37.79530469,144.920908,All year
Chinese Elm,-37.82472704,144.9577758,All year
Chinese Poplar,-37.80879164,144.9586742,Summer
Chinese Poplar,-37.80800774,144.9613762,Summer
Chinese Poplar,-37.80882894,144.9585385,Summer
Chinese Poplar,-37.79925409,144.9257943,Summer
Chinese Poplar,-37.80303935,144.9542915,Summer
Chinese Poplar,-37.80844721,144.9598597,Summer
Chinese Poplar,-37.80789772,144.961762,Summer
Chinese Poplar,-37.82681986,144.9844322,Summer
Chinese Poplar,-37.80890818,144.9582696,Summer
Chinese Poplar,-37.80886393,144.9584149,Summer
Chinese Poplar,-37.80806139,144.9612009,Summer
Chinese Red Pine,-37.82448473,144.9767611,Summer
Chinese Red Pine,-37.78857073,144.959484,Summer
Chinese Red Pine,-37.83276055,144.9773358,Summer
Cimmaron Ash,-37.81908112,144.9493937,Spring
Cimmaron Ash,-37.81897524,144.9493111,Spring
Cimmaron Ash,-37.79315891,144.9334576,Spring
Cimmaron Ash,-37.81943234,144.9497007,Spring
Cimmaron Ash,-37.79622297,144.9689392,Spring
Cimmaron Ash,-37.79330171,144.9348119,Spring
Cimmaron Ash,-37.79355456,144.9665255,Spring
Cimmaron Ash,-37.79266776,144.9212803,Spring
Cimmaron Ash,-37.8186585,144.9490638,Spring
Cimmaron Ash,-37.79629715,144.9696197,Spring
Cimmaron Ash,-37.7938152,144.9667615,Spring
Cimmaron Ash,-37.80196238,144.9473327,Spring
Cimmaron Ash,-37.80213125,144.9478078,Spring
Cimmaron Ash,-37.79361487,144.9665164,Spring
Cimmaron Ash,-37.81966542,144.9498784,Spring
Cimmaron Ash,-37.81403092,144.9566237,Spring
Cimmaron Ash,-37.79637237,144.970308,Spring
Cimmaron Ash,-37.82001314,144.9501559,Spring
Cimmaron Ash,-37.7944558,144.9666493,Spring
Cimmaron Ash,-37.79638534,144.9704487,Spring
Cimmaron Ash,-37.79376354,144.9667705,Spring
Cimmaron Ash,-37.81985214,144.9500339,Spring
Cimmaron Ash,-37.8188134,144.9491824,Spring
Cimmaron Ash,-37.81455359,144.9539813,Spring
Cimmaron Ash,-37.7963602,144.9701821,Spring
Cimmaron Ash,-37.79617632,144.9684919,Spring
Cimmaron Ash,-37.81918642,144.9494788,Spring
Cimmaron Ash,-37.79616092,144.9683565,Spring
Cimmaron Ash,-37.81893533,144.9492809,Spring
Cimmaron Ash,-37.81860184,144.9490083,Spring
Cimmaron Ash,-37.79398497,144.9667294,Spring
Cimmaron Ash,-37.79546668,144.9664785,Spring
Cimmaron Ash,-37.79632341,144.969841,Spring
Cimmaron Ash,-37.79634584,144.9700707,Spring
Cimmaron Ash,-37.7963094,144.9697286,Spring
Cimmaron Ash,-37.81925259,144.9495316,Spring
Cimmaron Ash,-37.81971726,144.9499265,Spring
Cimmaron Ash,-37.79555913,144.9664623,Spring
Cimmaron Ash,-37.81960102,144.9498288,Spring
Cimmaron Ash,-37.79618829,144.9686007,Spring
Cimmaron Ash,-37.7961999,144.9687145,Spring
Cimmaron Ash,-37.79610768,144.9698784,Spring
Cimmaron Ash,-37.79386484,144.9667502,Spring
Cimmaron Ash,-37.81954162,144.9497867,Spring
Cimmaron Ash,-37.81887536,144.9492315,Spring
Cimmaron Ash,-37.79614199,144.9681736,Spring
Cimmaron Ash,-37.79427172,144.966682,Spring
Cimmaron Ash,-37.8190249,144.9493527,Spring
Cimmaron Ash,-37.79377068,144.9469705,Spring
Cimmaron Ash,-37.80195197,144.9472374,Spring
Cimmaron Ash,-37.79633368,144.9699561,Spring
Cimmaron Ash,-37.81870657,144.9490972,Spring
Cimmaron Ash,-37.79621138,144.9688262,Spring
Cimmaron Ash,-37.80957931,144.9710863,Spring
Cimmaron Ash,-37.82032998,144.9417298,Spring
Cimmaron Ash,-37.81452178,144.954085,Spring
Cimmaron Ash,-37.79628643,144.9695045,Spring
Cimmaron Ash,-37.79373249,144.9664911,Spring
Cimmaron Ash,-37.81949067,144.9497488,Spring
Cimmaron Ash,-37.79408897,144.966714,Spring
Cimmaron Ash,-37.79378674,144.9664807,Spring
Cimmaron Ash,-37.81936356,144.9496426,Spring
Cimmaron Ash,-37.80194183,144.9471361,Spring
Cimmaron Ash,-37.79417949,144.9666955,Spring
Cimmaron Ash,-37.81996083,144.9501172,Spring
Claret Ash,-37.78469772,144.963227,Spring
Claret Ash,-37.82506846,144.9756098,Spring
Claret Ash,-37.79827543,144.9276532,Spring
Claret Ash,-37.80670409,144.9444606,Spring
Claret Ash,-37.80658129,144.9445447,Spring
Claret Ash,-37.78097087,144.9523109,Spring
Claret Ash,-37.83212948,144.975575,Spring
Claret Ash,-37.83221131,144.9751722,Spring
Claret Ash,-37.8330393,144.977478,Spring
Claret Ash,-37.80749722,144.9439084,Spring
Claret Ash,-37.80647991,144.944617,Spring
Claret Ash,-37.7793696,144.9610191,Spring
Claret Ash,-37.78185483,144.9610065,Spring
Claret Ash,-37.82644601,144.9612742,Spring
Claret Ash,-37.8152371,144.9845684,Spring
Claret Ash,-37.81536398,144.985679,Spring
Claret Ash,-37.7816389,144.9604904,Spring
Claret Ash,-37.78157723,144.9606922,Spring
Claret Ash,-37.78163317,144.9606075,Spring
Claret Ash,-37.82824348,144.9747818,Spring
Claret Ash,-37.80686749,144.9443478,Spring
Claret Ash,-37.84269018,144.9839571,Spring
Claret Ash,-37.78179597,144.9443224,Spring
Claret Ash,-37.83214102,144.9754602,Spring
Claret Ash,-37.80706117,144.9442097,Spring
Claret Ash,-37.81529008,144.9850468,Spring
Claret Ash,-37.78207919,144.9629471,Spring
Claret Ash,-37.78545821,144.9599558,Spring
Claret Ash,-37.81305257,144.980209,Spring
Claret Ash,-37.82627492,144.9610894,Spring
Claret Ash,-37.81497873,144.9836205,Spring
Claret Ash,-37.80697688,144.9514681,Spring
Claret Ash,-37.80347272,144.9137692,Spring
Claret Ash,-37.78054843,144.9625343,Spring
Claret Ash,-37.80724129,144.9440842,Spring
Claret Ash,-37.78165016,144.9607401,Spring
Claret Ash,-37.78442745,144.9601018,Spring
Claret Ash,-37.80933513,144.946613,Spring
Claret Ash,-37.79841784,144.9276393,Spring
Claret Ash,-37.79986868,144.9475499,Spring
Claret Ash,-37.79366519,144.9236873,Spring
Claret Ash,-37.83905089,144.9852002,Spring
Claret Ash,-37.81522083,144.9844231,Spring
Claret Ash,-37.80945312,144.9467278,Spring
Claret Ash,-37.7806636,144.962524,Spring
Claret Ash,-37.78916528,144.9614848,Spring
Claret Ash,-37.78510068,144.9626978,Spring
Claret Ash,-37.78150057,144.9607144,Spring
Claret Ash,-37.79376376,144.9241104,Spring
Cook Pine,-37.82647135,144.9558756,Summer
Cook Pine,-37.82591078,144.9565583,Summer
Cook Pine,-37.80900678,144.972818,Summer
Cook Pine,-37.81025031,144.9807058,Summer
Cook Pine,-37.82601366,144.9564316,Summer
Cook Pine,-37.82606383,144.9563735,Summer
Cook Pine,-37.83274171,144.9779546,Summer
Cook Pine,-37.82638011,144.9559872,Summer
Cook Pine,-37.82092558,144.9413543,Summer
Cook Pine,-37.78940342,144.9596557,Summer
Cook Pine,-37.81551247,144.979361,Summer
Cook Pine,-37.82569891,144.9568072,Summer
Cook Pine,-37.8007561,144.9605614,Summer
Cook Pine,-37.81495549,144.975219,Summer
Cook Pine,-37.78947591,144.9595639,Summer
Cook Pine,-37.82596176,144.9564945,Summer
Cook Pine,-37.81540692,144.9785251,Summer
Cook Pine,-37.8264254,144.9559329,Summer
Cook Pine,-37.82575272,144.9567458,Summer
Cook Pine,-37.82138807,144.9415558,Summer
Cook Pine,-37.8257817,144.9771119,Summer
Cork Oak,-37.83204771,144.974515,All year
Cork Oak,-37.82437588,144.9402869,All year
Cork Oak,-37.83189446,144.9736477,All year
Cork Oak,-37.82399975,144.9403912,All year
Cork Oak,-37.82643174,144.9744086,All year
Cork Oak,-37.83199815,144.9736147,All year
Cork Oak,-37.81119613,144.9832158,All year
Cork Oak,-37.79521599,144.9307358,All year
Cork Oak,-37.82424568,144.940324,All year
Cork Oak,-37.83123206,144.9744784,All year
Cork Oak,-37.83203328,144.9747866,All year
Cork Oak,-37.82632243,144.9743092,All year
Cork Oak,-37.82495635,144.9741846,All year
Cork Oak,-37.83183148,144.9736489,All year
Cork Oak,-37.80695226,144.9703948,All year
Cork Oak,-37.8104357,144.9823837,All year
Cork Oak,-37.81195756,144.9830597,All year
Cork Oak,-37.83148508,144.9745033,All year
Cork Oak,-37.79534343,144.9307774,All year
Corkscrew Willow,-37.80572174,144.9726516,All year
Corkscrew Willow,-37.80576457,144.9720513,All year
Cottonwood,-37.8016663,144.9701483,All year
Cottonwood,-37.78752114,144.9398864,All year
Cottonwood,-37.81131938,144.9875174,All year
Cottonwood,-37.8293309,144.9868604,All year
Cottonwood,-37.81119659,144.9871136,All year
Cottonwood,-37.82930957,144.9736138,All year
Cottonwood,-37.81106946,144.9874636,All year
Cottonwood,-37.8111497,144.9872548,All year
Crimson Bottlebrush,-37.78930469,144.9250629,Spring
Crimson Bottlebrush,-37.79119128,144.9244996,Spring
Crimson Bottlebrush,-37.79229049,144.9575068,Spring
Crimson Bottlebrush,-37.79246906,144.956512,Spring
Crimson Bottlebrush,-37.78938808,144.9251465,Spring
Crimson Bottlebrush,-37.79968426,144.9423476,Spring
Crimson Bottlebrush,-37.79971928,144.9422943,Spring
Crimson Bottlebrush,-37.79667886,144.9262681,Spring
Crimson Bottlebrush,-37.79109649,144.9246281,Spring
Crimson Bottlebrush,-37.79669399,144.9262934,Spring
Crimson Bottlebrush,-37.78933958,144.9250998,Spring
Crimson Bottlebrush,-37.79668721,144.926282,Spring
Crimson Bottlebrush,-37.78927401,144.9250353,Spring
Crimson Bottlebrush,-37.79249768,144.9564473,Spring
Crimson Bottlebrush,-37.79042799,144.956845,Spring
Crimson Bottlebrush,-37.79120779,144.9244696,Spring
Crimson Bottlebrush,-37.78928409,144.9250449,Spring
Crimson Bottlebrush,-37.79249553,144.9564899,Spring
Crimson Bottlebrush,-37.79043563,144.9568644,Spring
Crimson Bottlebrush,-37.79160048,144.9567647,Spring
Crimson Bottlebrush,-37.78932682,144.9250863,Spring
Crimson Bottlebrush,-37.79250413,144.9564657,Spring
Crimson Bottlebrush,-37.79248647,144.9565077,Spring
Crimson Bottlebrush,-37.79248391,144.9564744,Spring
Crimson Bottlebrush,-37.79157026,144.9567423,Spring
Crimson Bottlebrush,-37.78937947,144.9251387,Spring
Crimson Bottlebrush,-37.78937084,144.9251298,Spring
Crimson Bottlebrush,-37.79156823,144.9567656,Spring
Crows Nest Poplar,-37.80274238,144.9565946,Spring
Crows Nest Poplar,-37.80237625,144.9566577,Spring
Crows Nest Poplar,-37.80453664,144.9561593,Spring
Crows Nest Poplar,-37.80443396,144.9561779,Spring
Crows Nest Poplar,-37.80513618,144.9560548,Spring
Crows Nest Poplar,-37.80217485,144.9565807,Spring
Crows Nest Poplar,-37.80503946,144.9561831,Spring
Crows Nest Poplar,-37.80250191,144.9565249,Spring
Crows Nest Poplar,-37.80229309,144.9566742,Spring
Crows Nest Poplar,-37.80200482,144.9566132,Spring
Crows Nest Poplar,-37.80283829,144.9564607,Spring
Crows Nest Poplar,-37.8029849,144.9565482,Spring
Crows Nest Poplar,-37.80273402,144.9564816,Spring
Crows Nest Poplar,-37.8031886,144.9563996,Spring
Crows Nest Poplar,-37.80285117,144.9565747,Spring
Crows Nest Poplar,-37.8042206,144.9562217,Spring
Crows Nest Poplar,-37.80308192,144.9564215,Spring
Crows Nest Poplar,-37.8043256,144.9563056,Spring
Crows Nest Poplar,-37.80228737,144.9565576,Spring
Crows Nest Poplar,-37.80480434,144.9561153,Spring
Crows Nest Poplar,-37.80423499,144.956324,Spring
Crows Nest Poplar,-37.80185016,144.9567471,Spring
Crows Nest Poplar,-37.8029706,144.9564356,Spring
Crows Nest Poplar,-37.8026437,144.956615,Spring
Crows Nest Poplar,-37.80481072,144.9562235,Spring
Crows Nest Poplar,-37.80309697,144.9565256,Spring
Crows Nest Poplar,-37.80200837,144.9567191,Spring
Crows Nest Poplar,-37.80319928,144.9565118,Spring
Crows Nest Poplar,-37.80412517,144.9562324,Spring
Crows Nest Poplar,-37.80525671,144.9560314,Spring
Crows Nest Poplar,-37.80412205,144.9563486,Spring
Crows Nest Poplar,-37.80219828,144.9566899,Spring
Crows Nest Poplar,-37.80469343,144.9562465,Spring
Crows Nest Poplar,-37.80208696,144.9567092,Spring
Crows Nest Poplar,-37.80502028,144.9560802,Spring
Crows Nest Poplar,-37.80430759,144.9562026,Spring
Crows Nest Poplar,-37.80527855,144.9561419,Spring
Crows Nest Poplar,-37.80467237,144.9561394,Spring
Crows Nest Poplar,-37.80209402,144.9565912,Spring
Crows Nest Poplar,-37.80536648,144.9560107,Spring
Crows Nest Poplar,-37.80455003,144.9562713,Spring
Crows Nest Poplar,-37.80250853,144.9566309,Spring
Crows Nest Poplar,-37.80239256,144.9565382,Spring
Crows Nest Poplar,-37.80263087,144.9565042,Spring
Crows Nest Poplar,-37.8044489,144.9562861,Spring
Crows Nest Poplar,-37.80515361,144.9561661,Spring
Cut-Leaf Turkey Oak,-37.7856971,144.9460797,Spring
Cut-Leaf Turkey Oak,-37.78576954,144.9461566,Spring
Cyprus Plane,-37.81977743,144.962546,Spring
Cyprus Plane,-37.81129075,144.9660255,Spring
Cyprus Plane,-37.81380553,144.9565973,Spring
Cyprus Plane,-37.81512786,144.9564436,Spring
Cyprus Plane,-37.81262155,144.9611191,Spring
Cyprus Plane,-37.82226387,144.9533599,Spring
Cyprus Plane,-37.81603187,144.9526072,Spring
Cyprus Plane,-37.81351549,144.9584234,Spring
Cyprus Plane,-37.81540198,144.957933,Spring
Cyprus Plane,-37.81288352,144.9605984,Spring
Cyprus Plane,-37.8091073,144.9611696,Spring
Cyprus Plane,-37.83817332,144.985906,Spring
Cyprus Plane,-37.81177779,144.9485478,Spring
Cyprus Plane,-37.81889838,144.9895374,Spring
Cyprus Plane,-37.81320918,144.9707056,Spring
Cyprus Plane,-37.82379746,144.9680621,Spring
Cyprus Plane,-37.78034907,144.9143879,Spring
Cyprus Plane,-37.81556661,144.9723246,Spring
Cyprus Plane,-37.79153214,144.9424046,Spring
Cyprus Plane,-37.81650772,144.9593468,Spring
Cyprus Plane,-37.81705416,144.9574169,Spring
Cyprus Plane,-37.81429696,144.9557052,Spring
Cyprus Plane,-37.80677941,144.9459775,Spring
Cyprus Plane,-37.81409383,144.9600278,Spring
Cyprus Plane,-37.81276881,144.9685126,Spring
Cyprus Plane,-37.79879776,144.9460841,Spring
Cyprus Plane,-37.81974172,144.9627271,Spring
Cyprus Plane,-37.7996948,144.9744405,Spring
Cyprus Plane,-37.81669188,144.962087,Spring
Cyprus Plane,-37.8158377,144.9553264,Spring
Cyprus Plane,-37.81156274,144.950544,Spring
Cyprus Plane,-37.82141766,144.9641191,Spring
Cyprus Plane,-37.78969943,144.9317605,Spring
Cyprus Plane,-37.81786386,144.9623992,Spring
Cyprus Plane,-37.81269277,144.9604491,Spring
Cyprus Plane,-37.81742161,144.9557419,Spring
Cyprus Plane,-37.812716,144.961166,Spring
Cyprus Plane,-37.81115143,144.9657286,Spring
Cyprus Plane,-37.81400785,144.9558809,Spring
Cyprus Plane,-37.81778791,144.9545004,Spring
Cyprus Plane,-37.79901324,144.9190536,Spring
Cyprus Plane,-37.80975957,144.9704916,Spring
Cyprus Plane,-37.81754818,144.9552881,Spring
Cyprus Plane,-37.81284281,144.9607457,Spring
Cyprus Plane,-37.83736926,144.9796036,Spring
Cyprus Plane,-37.8108397,144.9668077,Spring
Cyprus Plane,-37.80025635,144.9743531,Spring
Cyprus Plane,-37.80907613,144.9612747,Spring
Cyprus Plane,-37.81665709,144.9583615,Spring
Cyprus Plane,-37.81685214,144.958135,Spring
Cyprus Plane,-37.81209373,144.9485575,Spring
Cyprus Plane,-37.81260216,144.9812078,Spring
Cyprus Plane,-37.81079083,144.9501837,Spring
Cyprus Plane,-37.81200097,144.9628457,Spring
Cyprus Plane,-37.79542084,144.9466663,Spring
Cyprus Plane,-37.80953409,144.9712604,Spring
Cyprus Plane,-37.81054201,144.9677976,Spring
Cyprus Plane,-37.80964,144.9708433,Spring
Cyprus Plane,-37.81988466,144.9620403,Spring
Cyprus Plane,-37.80703549,144.9653688,Spring
Cyprus Plane,-37.79442459,144.9468472,Spring
Cyprus Plane,-37.81711001,144.955915,Spring
Cyprus Plane,-37.81072702,144.9501523,Spring
Cyprus Plane,-37.81589811,144.95565,Spring
Cyprus Plane,-37.80037386,144.9454921,Spring
Cyprus Plane,-37.81888181,144.9570154,Spring
Cyprus Plane,-37.81995489,144.9617452,Spring
Cyprus Plane,-37.81543529,144.9607546,Spring
Cyprus Plane,-37.81792347,144.9545223,Spring
Cyprus Plane,-37.79581424,144.9468754,Spring
Cyprus Plane,-37.7992692,144.9459781,Spring
Cyprus Plane,-37.79911047,144.9745397,Spring
Cyprus Plane,-37.80587287,144.9569725,Spring
Cyprus Plane,-37.80516438,144.9484828,Spring
Cyprus Plane,-37.81044011,144.9689691,Spring
Cyprus Plane,-37.80604125,144.9480916,Spring
Cyprus Plane,-37.79752536,144.9219295,Spring
Cyprus Plane,-37.81300349,144.9593881,Spring
Cyprus Plane,-37.78008585,144.9141241,Spring
Cyprus Plane,-37.81474018,144.9694719,Spring
Cyprus Plane,-37.81302216,144.9543249,Spring
Cyprus Plane,-37.80965334,144.9695988,Spring
Cyprus Plane,-37.79232013,144.9207929,Spring
Cyprus Plane,-37.83762223,144.9815744,Spring
Cyprus Plane,-37.77967712,144.9137448,Spring
Cyprus Plane,-37.81997656,144.9575454,Spring
Cyprus Plane,-37.80082566,144.916219,Spring
Cyprus Plane,-37.81751867,144.9553943,Spring
Cyprus Plane,-37.8100984,144.9693308,Spring
Cyprus Plane,-37.79709537,144.9466489,Spring
Cyprus Plane,-37.8110584,144.9660656,Spring
Cyprus Plane,-37.81485775,144.9551701,Spring
Cyprus Plane,-37.81499228,144.9565655,Spring
Cyprus Plane,-37.81555129,144.9626715,Spring
Cyprus Plane,-37.81367228,144.9578772,Spring
Cyprus Plane,-37.78234383,144.9086968,Spring
Cyprus Plane,-37.81438233,144.9554057,Spring
Cyprus Plane,-37.80023119,144.9460907,Spring
Cyprus Plane,-37.82141364,144.9664002,Spring
Cyprus Plane,-37.81244444,144.9696708,Spring
Cyprus Plane,-37.81442629,144.9552387,Spring
Cyprus Plane,-37.81861532,144.9554058,Spring
Cyprus Plane,-37.78154212,144.9100606,Spring
Cyprus Plane,-37.79596343,144.9468521,Spring
Cyprus Plane,-37.81543816,144.9670805,Spring
Cyprus Plane,-37.81986994,144.9621061,Spring
Cyprus Plane,-37.79473961,144.9264975,Spring
Cyprus Plane,-37.81865557,144.9566236,Spring
Cyprus Plane,-37.79479088,144.9543697,Spring
Cyprus Plane,-37.81321677,144.9586481,Spring
Cyprus Plane,-37.78824104,144.9274894,Spring
Cyprus Plane,-37.81895578,144.9567553,Spring
Cyprus Plane,-37.81782993,144.9624903,Spring
Cyprus Plane,-37.80320266,144.9452864,Spring
Cyprus Plane,-37.81874158,144.959099,Spring
Cyprus Plane,-37.81816952,144.9563924,Spring
Cyprus Plane,-37.807109,144.9681389,Spring
Cyprus Plane,-37.81458217,144.9700133,Spring
Cyprus Plane,-37.81454196,144.9584717,Spring
Cyprus Plane,-37.81416839,144.9545601,Spring
Cyprus Plane,-37.80521416,144.9485627,Spring
Cyprus Plane,-37.81046643,144.9680552,Spring
Cyprus Plane,-37.81254867,144.9609539,Spring
Cyprus Plane,-37.81347101,144.9577763,Spring
Cyprus Plane,-37.81572759,144.9552755,Spring
Cyprus Plane,-37.81259141,144.9608095,Spring
Cyprus Plane,-37.81149173,144.9505128,Spring
Cyprus Plane,-37.81318145,144.9587677,Spring
Cyprus Plane,-37.81343821,144.9586959,Spring
Cyprus Plane,-37.817244,144.955976,Spring
Cyprus Plane,-37.82126402,144.966743,Spring
Cyprus Plane,-37.83793814,144.9839593,Spring
Cyprus Plane,-37.80968057,144.971116,Spring
Cyprus Plane,-37.82381551,144.9681469,Spring
Cyprus Plane,-37.80848168,144.9450451,Spring
Cyprus Plane,-37.83771883,144.9822676,Spring
Cyprus Plane,-37.82006547,144.9572685,Spring
Cyprus Plane,-37.81540416,144.9595662,Spring
Cyprus Plane,-37.79604762,144.9465532,Spring
Cyprus Plane,-37.81632781,144.9596621,Spring
Cyprus Plane,-37.81362424,144.9580428,Spring
Cyprus Plane,-37.79638066,144.9713956,Spring
Cyprus Plane,-37.81446364,144.9628005,Spring
Cyprus Plane,-37.80563246,144.9545756,Spring
Cyprus Plane,-37.81253165,144.9618031,Spring
Cyprus Plane,-37.81338808,144.9580554,Spring
Cyprus Plane,-37.80474103,144.9444016,Spring
Cyprus Plane,-37.81900738,144.9570803,Spring
Cyprus Plane,-37.80361468,144.9737975,Spring
Cyprus Plane,-37.80122372,144.9155276,Spring
Cyprus Plane,-37.83791651,144.9838117,Spring
Cyprus Plane,-37.8154769,144.97228,Spring
Cyprus Plane,-37.81598803,144.9608983,Spring
Cyprus Plane,-37.81278273,144.9609397,Spring
Cyprus Plane,-37.8197917,144.962485,Spring
Cyprus Plane,-37.80973467,144.9709663,Spring
Cyprus Plane,-37.81689679,144.9579815,Spring
Cyprus Plane,-37.81911795,144.9568303,Spring
Cyprus Plane,-37.81404464,144.9557369,Spring
Cyprus Plane,-37.82128715,144.9666789,Spring
Cyprus Plane,-37.80116301,144.9156311,Spring
Cyprus Plane,-37.81426917,144.9591006,Spring
Cyprus Plane,-37.80740962,144.9476843,Spring
Cyprus Plane,-37.81697663,144.9577007,Spring
Cyprus Plane,-37.81288621,144.9542599,Spring
Cyprus Plane,-37.82826625,144.9849955,Spring
Cyprus Plane,-37.81525187,144.9559662,Spring
Cyprus Plane,-37.80681004,144.9633579,Spring
Cyprus Plane,-37.79633935,144.92401,Spring
Cyprus Plane,-37.81252174,144.9694079,Spring
Cyprus Plane,-37.81746436,144.955588,Spring
Cyprus Plane,-37.81559624,144.9523996,Spring
Cyprus Plane,-37.81993019,144.9618591,Spring
Cyprus Plane,-37.78016318,144.9141956,Spring
Cyprus Plane,-37.81274525,144.9610704,Spring
Cyprus Plane,-37.81827194,144.9488235,Spring
Cyprus Plane,-37.80944209,144.9715695,Spring
Cyprus Plane,-37.80704652,144.9654597,Spring
Cyprus Plane,-37.79460683,144.9470914,Spring
Cyprus Plane,-37.80285551,144.9456313,Spring
Cyprus Plane,-37.80472939,144.97358,Spring
Cyprus Plane,-37.79958838,144.9462045,Spring
Cyprus Plane,-37.79301549,144.9307353,Spring
Cyprus Plane,-37.81358041,144.9581916,Spring
Cyprus Plane,-37.81060383,144.9684035,Spring
Cyprus Plane,-37.81423794,144.9550567,Spring
Cyprus Plane,-37.81279368,144.9718008,Spring
Cyprus Plane,-37.80129879,144.9153955,Spring
Cyprus Plane,-37.8048654,144.9735654,Spring
Cyprus Plane,-37.83812018,144.9854437,Spring
Cyprus Plane,-37.81931772,144.9529902,Spring
Cyprus Plane,-37.83675053,144.9766658,Spring
Cyprus Plane,-37.8099146,144.9699339,Spring
Cyprus Plane,-37.81038037,144.9683687,Spring
Cyprus Plane,-37.81806874,144.9563492,Spring
Cyprus Plane,-37.82797961,144.9715251,Spring
Cyprus Plane,-37.80751457,144.969881,Spring
Cyprus Plane,-37.83688337,144.9769703,Spring
Cyprus Plane,-37.80584135,144.9566106,Spring
Cyprus Plane,-37.81293355,144.960433,Spring
Cyprus Plane,-37.79762817,144.9465574,Spring
Cyprus Plane,-37.83751776,144.9807372,Spring
Cyprus Plane,-37.81095536,144.9663766,Spring
Cyprus Plane,-37.83810047,144.9850087,Spring
Cyprus Plane,-37.81550707,144.9792039,Spring
Cyprus Plane,-37.79957093,144.9459064,Spring
Cyprus Plane,-37.83732355,144.9792503,Spring
Cyprus Plane,-37.79761614,144.9217832,Spring
Cyprus Plane,-37.80526906,144.9486358,Spring
Cyprus Plane,-37.81110701,144.9582729,Spring
Cyprus Plane,-37.8065366,144.9608311,Spring
Cyprus Plane,-37.80527114,144.9515046,Spring
